id,Title,Director,Cast,Genre,year,imbd link
4105,Boss,Anthony D'Souza,"Akshay Kumar, Mithun Chakraborty, Danny Denzongpa, Ronit Roy, Sonakshi Sinha, Aditi Rao Hydari, Shiv Pandit, Johny Lever[96]",Masala,2013,http://www.imdb.com/find?q=Boss+2013+
4106,Shahid,Hansal Mehta,"Rajkummar Rao, Tigmanshu Dhulia, Kay Kay Menon, Prabal Panjabi[97]",Drama/Biography,2013,http://www.imdb.com/find?q=Shahid+2013+
4107,Wake Up India,Babloo Seshadri,"Chirag Patil, Sai Tamhankar, Manoj Joshi, Aanjjan Srivastav, Mukesh Tiwari, Mohan Joshi,Milind Gunaji, Anant Jog, Adi Irani, Mushtaq Khan, Atul Parchure, Asrani, Anjula Singh Mahor[98]",Political/Drama,2013,http://www.imdb.com/find?q=Wake+Up+India+2013+
4108,Amdavad Junction,Apurv Bajpai,"Rohan Jardosh, Saurabh Singh, Gunjan Vyas, Touqeer Khan, Ishita Salot, Devendra Trivedi, Hitesh Patel, Swapna Nair[99]",Crime/Drama,2013,http://www.imdb.com/find?q=Amdavad+Junction+2013+
4109,Dilli Gang,Ashish Tyagi,"Darshan Jariwala, Neena Kulkarni, Yashpal Sharma, Amir Dalvi, Asif Basra, Asif Ali[100]",Crime,2013,http://www.imdb.com/find?q=Dilli+Gang+2013+
4110,Mickey Virus,Saurabh Varma,"Manish Paul, Elli Avram, Varun Badola, Manish Chaudhary, Puja Gupta[101]",Comedy/Thriller,2013,http://www.imdb.com/find?q=Mickey+Virus+2013+
4111,Ishk Actually,Anish Khanna,"Rajeev Khandelwal, Rayo Bakhirta, Neha Ahuja, Ann Mitchai, Neha Ghelot, Siddharth Van Shipley[102]",Romance,2013,http://www.imdb.com/find?q=Ishk+Actually+2013+
4112,Sooper Se Ooper,Shekhar Ghosh,"Vir Das, Kirti Kulhari, Gulshan Grover, Deepak Dobriyal, Yashpal Sharma[103]",Comedy,2013,http://www.imdb.com/find?q=Sooper+Se+Ooper+2013+
4113,Krrish 3,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra, Kangana Ranaut, Vivek Oberoi[104]",Superhero,2013,http://www.imdb.com/find?q=Krrish+3+2013+
4114,,,,,2013,http://www.imdb.com/find?q=2013+
4115,Satya 2,Ram Gopal Varma,"Puneet Singh Ratn, Anaika Soti,[105] Mahesh Thakur, Aradhna Gupta,[106][107] Raj Premi,Vikram Singh[108]",Crime,2013,http://www.imdb.com/find?q=Satya+2+2013+
4116,Rajjo,Vishwas Patil,"Kangana Ranaut, Paras Arora, Mahesh Manjrekar, Prakash Raj, Jaya Prada",Romance,2013,http://www.imdb.com/find?q=Rajjo+2013+
4117,Goliyon Ki Rasleela Ram-Leela,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Richa Chadda, Supriya Pathak[109]",Romance/Drama,2013,http://www.imdb.com/find?q=Goliyon+Ki+Rasleela+Ram-Leela+2013+
4118,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Shraddha Kapoor, Anupam Kher[110]",Romance/Comedy,2013,http://www.imdb.com/find?q=Gori+Tere+Pyaar+Mein+2013+
4119,Singh Saab The Great,Anil Sharma,"Sunny Deol, Amrita Rao, Johny Lever, Urvashi Rautela[111]",Action,2013,http://www.imdb.com/find?q=Singh+Saab+The+Great+2013+
4120,Bullett Raja,Tigmanshu Dhulia,"Saif Ali Khan, Sonakshi Sinha, Jimmy Shergill, Vidyut Jamwal, Chunky Pandey, Sunny Leone[112]",Comedy/Crime/Romance,2013,http://www.imdb.com/find?q=Bullett+Raja+2013+
4121,R... Rajkumar,Prabhudeva,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Asrani, Ashish Vidyarthi[113]",Action/Romance,2013,http://www.imdb.com/find?q=R...+Rajkumar+2013+
4122,,,,,2013,http://www.imdb.com/find?q=2013+
4123,,,,,2013,http://www.imdb.com/find?q=2013+
4124,,,,,2013,http://www.imdb.com/find?q=2013+
4125,,,,,2013,http://www.imdb.com/find?q=2013+
4126,Jackpot,Kaizad Gustad,"Sachiin J Joshi, Naseeruddin Shah, Sunny Leone[114]",Thriller/Comedy,2013,http://www.imdb.com/find?q=Jackpot+2013+
4127,What the Fish,Gurmmet Singh,"Dimple Kapadia, Manu Rishi, Manjot Singh, Anand Tiwari[115]",Drama,2013,http://www.imdb.com/find?q=What+the+Fish+2013+
4128,Dhoom 3,Vijay Krishna Acharya,"Aamir Khan, Abhishek Bachchan, Katrina Kaif, Uday Chopra",Action,2013,http://www.imdb.com/find?q=Dhoom+3+2013+
4129,Mr Joe B. Carvalho,Samir Tewari,"Arshad Warsi, Soha Ali Khan, Javed Jaffrey,Vijay Raaz[4]",Comedy,2014,http://www.imdb.com/find?q=Mr+Joe+B.+Carvalho+2014+
4130,Sholay 3D,Ramesh Sippy,"Dharmendra, Amitabh Bachchan, Hema Malini,Jaya Bhaduri, Sanjeev Kumar, Amjad Khan, A.K. Hangal[5]",Action/Adventure,2014,http://www.imdb.com/find?q=Sholay+3D+2014+
4131,Dedh Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Arshad Warsi, Madhuri Dixit,Huma Qureshi[6]",Black Comedy/Thriller,2014,http://www.imdb.com/find?q=Dedh+Ishqiya+2014+
4132,Yaariyan,Divya Khosla Kumar,"Himansh Kohli, Shreyas Porus Pardiwalla, Dev Sharma, Nicole Faria, Rakul Preet Singh[7]",Romance,2014,http://www.imdb.com/find?q=Yaariyan+2014+
4133,Karle Pyaar Karle,Rajesh Pandey,"Shiv Darshan, Hasleen Kaur[8]",Romance,2014,http://www.imdb.com/find?q=Karle+Pyaar+Karle+2014+
4134,Miss Lovely,Ashim Ahluwalia,"Nawazuddin Siddiqui, Niharika Singh[9]",Drama,2014,http://www.imdb.com/find?q=Miss+Lovely+2014+
4135,Om-Dar-Ba-Dar,Kamal Swaroop,"Aditya Lakhia, Manish Gupta, Anita Kanwar, Gopi Desai[10]",Experimental,2014,http://www.imdb.com/find?q=Om-Dar-Ba-Dar+2014+
4136,Paranthe Wali Gali,Sachin Gupta,"Anuj Saxena, Neha Pawar, Mohinder Gujral, Vijayant Kohli, Himanshu Thakkar, Yuvraj Haral[11]",Romantic comedy,2014,http://www.imdb.com/find?q=Paranthe+Wali+Gali+2014+
4137,Strings Of Passion,Sanghamitra Chaudhari,"Zeenat Aman, Indrani Haldar, Shubh Mukherjee,Rajesh Sharma[12]",Drama,2014,http://www.imdb.com/find?q=Strings+Of+Passion+2014+
4138,Jai Ho,Sohail Khan,"Salman Khan, Daisy Shah, Tabu, Sana Khan,Danny Denzongpa, Mohnish Behl, Vatsal Seth,Suniel Shetty, Genelia D'Souza[13]",Action - comedy,2014,http://www.imdb.com/find?q=Jai+Ho+2014+
4139,One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Lilette Dubey, Anish Trivedi[14]",Romance/Comedy,2014,http://www.imdb.com/find?q=One+by+Two+2014+
4140,Babloo Happy Hai,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Preet Kamal, Sumit Suri, Amol Parashar, Reyhna Malhotra,Parvin Dabas, Anu Choudhury, Pooja Tawde, Khusbhoo Purohit, Mika Singh |",Comedy,2014,http://www.imdb.com/find?q=Babloo+Happy+Hai+2014+
4141,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra,[15] Adah Sharma",Romance/Comedy,2014,http://www.imdb.com/find?q=Hasee+Toh+Phasee+2014+
4142,Heartless,Shekhar Suman,"Adhyayan Suman, Ariana Ayam, Om Puri, Deepti Naval, Madan Jain, Shekhar Suman[16]",Thriller,2014,http://www.imdb.com/find?q=Heartless+2014+
4143,Ya Rab,Hasnain Hyderabadwala,"Manzar Sehbai, Ajaz Khan, Akhilendra Mishra,Raju Kher, Kishori Shahane, Vikram Singh[17]",Drama/Social,2014,http://www.imdb.com/find?q=Ya+Rab+2014+
4144,Gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra,Irrfan Khan[18]",Action,2014,http://www.imdb.com/find?q=Gunday+2014+
4145,Kaho Na Kaho,Sanjay Niranjan,"Sikandar, Roshni, Raja[19]",Social,2014,http://www.imdb.com/find?q=Kaho+Na+Kaho+2014+
4146,Darr @ the Mall,Pawan Kripalani,"Jimmy Shergill, Nushrat Bharucha, Arif Zakaria,Asif Basra, Nivedita Bhattacharya[20]",Horror,2014,http://www.imdb.com/find?q=Darr+@+the+Mall+2014+
4147,Dee Saturday Night,Jay Prakash,"Prashant Narayanan, Arif Zakaria, Aman Verma, Mahi Khanduri, Gaurav Dixit, Nazneen Patel[21]",Drama,2014,http://www.imdb.com/find?q=Dee+Saturday+Night+2014+
4148,Gulabi Gang (film),Nishtha Jain,Sampat Pal Devi[22],Documentary,2014,http://www.imdb.com/find?q=Gulabi+Gang+(film)+2014+
4149,Highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt[23]",Drama/Romance,2014,http://www.imdb.com/find?q=Highway+2014+
4150,Karar — The Deal,Sabir,"Tarun Arora, Mahek Chahal, Jyothi Rana[24]",Thriller,2014,http://www.imdb.com/find?q=Karar+—+The+Deal+2014+
4151,Pyar Ka Live Show,Shailendra Singh Rajput,"Ishrat Ali, Rudraksh Pundhir, Rajni Mehta,Upasana Singh, Mushtaq Khan, Adi Irani, Shiva Rindan[25]",Drama,2014,http://www.imdb.com/find?q=Pyar+Ka+Live+Show+2014+
4152,The Dark Secrets Of Tonhi,Shiraz Henry,"Natasha Sikka, J. Brandon Hill, Alex Peters, Smitha Siah, Priyanka Joshi[26]",Drama/Action,2014,http://www.imdb.com/find?q=The+Dark+Secrets+Of+Tonhi+2014+
4153,Anuradha,Raju Mavani,"Sachin Khedekar, Smita Jaykar, Disha Choudhary, Shagun Sharma, Rahul Jain, Manoj Joshi, Kishori Shahane, Hrishitaa Bhatt, Aakash Sharma, Raju Mavani, Ganesh Acharya, Manoj Tiwari, Prashant Upadhyay[27]",Drama,2014,http://www.imdb.com/find?q=Anuradha+2014+
4154,Shaadi Ke Side Effects,Saket Chaudhary,"Farhan Akhtar, Vidya Balan, Vir Das, Ram Kapoor, Gautami Kapoor, Ila Arun, Hariharan,Purab Kohli, Rati Agnihotri[28]",Romance/Comedy,2014,http://www.imdb.com/find?q=Shaadi+Ke+Side+Effects+2014+
4155,Gulaab Gang,Soumik Sen,"Madhuri Dixit, Juhi Chawla[29]",Social/Action,2014,http://www.imdb.com/find?q=Gulaab+Gang+2014+
4156,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon[30]",Romance/Drama,2014,http://www.imdb.com/find?q=Queen+2014+
4157,Total Siyappa,E Niwas,"Ali Zafar, Yami Gautam, Sara Khan, Anupam Kher, Kiron Kher[31]",Drama/Comedy,2014,http://www.imdb.com/find?q=Total+Siyappa+2014+
4158,Bewakoofiyaan,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor[32]",Romance,2014,http://www.imdb.com/find?q=Bewakoofiyaan+2014+
4159,Neighbours,Shyam Ramsay,"Arbaaz Ali Khan, Roushika Reikhi, Shakti Kapoor, Gavie Chahal, Rufy Khan, Hritu Dudani, Kirti Vaidhya, Prince Sodhi, Sunny Singh[33]",Horror,2014,http://www.imdb.com/find?q=Neighbours+2014+
4160,W,Tarun Madan Chopra,"Lezlie Tripathy, Sonal Giani, Raj Singh Arora, Abhey Attri and Danish[34]",Thriller,2014,http://www.imdb.com/find?q=W+2014+
4161,Ankhon Dekhi,Rajat Kapoor,"Sanjay Mishra, Rajat Kapoor, Samit Das,Brijendra Kala[35]",Comedy,2014,http://www.imdb.com/find?q=Ankhon+Dekhi+2014+
4162,Gang of Ghosts,Satish Kaushik,"Parambrata Chatterjee, Sharman Joshi, Mahie Gill, Anupam Kher, Meera Chopra, Saurabh Shukla, Chunky Pandey[36]",Horror Comedy,2014,http://www.imdb.com/find?q=Gang+of+Ghosts+2014+
4163,Lakshmi,Nagesh Kukunoor,"Monali Thakur, Satish Kaushik, Shefali Shetty,Ram Kapoor[37]",Drama,2014,http://www.imdb.com/find?q=Lakshmi+2014+
4164,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Parvin Dabas, Divya Dutta[38]",Horror/Adult,2014,http://www.imdb.com/find?q=Ragini+MMS+2+2014+
4165,Dishkiyaoon,Sanamjit Talwar,"Sunny Deol, Harman Baweja, Ayesha Khanna,Prashant Narayanan[39]",Action,2014,http://www.imdb.com/find?q=Dishkiyaoon+2014+
4166,O Teri,Umesh Bist,"Pulkit Samrat, Sarah-Jane Dias, Bilal Amrohi, Anupam Kher, Mandira Bedi, Vijay Raaz, Manoj Pahwa[40]",Comedy,2014,http://www.imdb.com/find?q=O+Teri+2014+
4167,Station: The Film,Saad Khan,"Sameer Kevin Roy, Kanika Batra, Vibhinta Verma, and Siddhanth Sundar[41][42]",Thriller,2014,http://www.imdb.com/find?q=Station:+The+Film+2014+
4168,Youngistaan,Syed Ahmad Afzal,"Jackky Bhagnani, Neha Sharma, Farooq Sheikh,Boman Irani[43]",Drama,2014,http://www.imdb.com/find?q=Youngistaan+2014+
4169,Ebn-E-Batuta,Varun Middha,"Omkar Das Manikpuri, Rajeev Verma, Dev Gohar, Satyendra Khare, Nazea Sayed, Neelam Singh[44]",Sci-fi/Comedy,2014,http://www.imdb.com/find?q=Ebn-E-Batuta+2014+
4170,Honour Killing,Avtar Bhogal,"Zara Sheikh, Sandeep Singh, Tom Alter, Gulshan Grover, Prem Chopra[45]",Social,2014,http://www.imdb.com/find?q=Honour+Killing+2014+
4171,Jal,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma[46]",Drama/Fantasy,2014,http://www.imdb.com/find?q=Jal+2014+
4172,Main Tera Hero,David Dhawan,"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Abhimanyu Singh, Evelyn Sharma[47]",Comedy,2014,http://www.imdb.com/find?q=Main+Tera+Hero+2014+
4173,Bhoothnath Returns,Nitesh Tiwari,"Amitabh Bachchan, Parth Bhalerao, Boman Irani, Anurag Kashyap, Usha Jadhav[48]",Fantasy/Children,2014,http://www.imdb.com/find?q=Bhoothnath+Returns+2014+
4174,2 States,Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh[49]",Romance,2014,http://www.imdb.com/find?q=2+States+2014+
4175,Dekh Tamasha Dekh,Feroz Abbas Khan,"Satish Kaushik, Ganesh Yadav[50]",Comedy,2014,http://www.imdb.com/find?q=Dekh+Tamasha+Dekh+2014+
4176,Lucky Kabootar,Shammi Chhabra,"Ravi Kishan, Eijaz Khan, Kulraj Randhawa, Shraddha Das, Sanjai Mishra, Madhavi Sharma[51]",Romance/Comedy,2014,http://www.imdb.com/find?q=Lucky+Kabootar+2014+
4177,Kaanchi...,Subhash Ghai,"Mishti, Kartik Tiwari, Rishi Kapoor, Mithun Chakraborty[52]",Musical/Drama,2014,http://www.imdb.com/find?q=Kaanchi...+2014+
4178,Revolver Rani,Sai Kabir,"Kangana Ranaut, Vir Das, Piyush Mishra, Zakir Hussain[53]",Drama,2014,http://www.imdb.com/find?q=Revolver+Rani+2014+
4179,Samrat & Co.,Kaushik Ghatak,"Rajeev Khandelwal, Madalasa Sharma[54]",Mystery/Thriller/Drama,2014,http://www.imdb.com/find?q=Samrat+&+Co.+2014+
4180,Purani Jeans,Tanushri Chattrji Bassu,"Tanuj Virwani, Aditya Seal, Izabelle Leite, Sarika, Rati Agnihotri[55]",Romance/Drama,2014,http://www.imdb.com/find?q=Purani+Jeans+2014+
4181,Kya Dilli Kya Lahore,Vijay Raaz,"Vijay Raaz, Manu Rishi, Raj Zutshi, Vishwajeet Pradhan[56]",Social,2014,http://www.imdb.com/find?q=Kya+Dilli+Kya+Lahore+2014+
4182,Angry Young Man,Ramesh Rout,"Ajay Sinh Rathod, Prachi Sinha[57]",Action,2014,http://www.imdb.com/find?q=Angry+Young+Man+2014+
4183,Kahin Hai Mera Pyar,Mahesh Vaijnath Doijode,"Abhishek Sethiya, Sonia Mann, Sanjay Kapoor, Jackie Shroff[58]",Romance,2014,http://www.imdb.com/find?q=Kahin+Hai+Mera+Pyar+2014+
4184,Hawaa Hawaai,Amole Gupte,"Partho Gupte, Saqib Saleem, Pragya Yadav[59]",Drama,2014,http://www.imdb.com/find?q=Hawaa+Hawaai+2014+
4185,Khwaabb,Zaid Ali Khan,"Navdip Singh, Simer Motiani, Nafisa Ali, Bajrang Bali Singh[60]",Romance/Drama,2014,http://www.imdb.com/find?q=Khwaabb+2014+
4186,Koyelaanchal,Ashu Trikha,"Vinod Khanna, Suniel Shetty, Vipino[61]",Action,2014,http://www.imdb.com/find?q=Koyelaanchal+2014+
4187,Manjunath,Sandeep A. Varma,"Divya Dutta, Seema Biswas, Asif Basra, Yashpal Sharma[62]",Drama,2014,http://www.imdb.com/find?q=Manjunath+2014+
4188,Mastram,Akhilesh Jaiswal,"Rahul Bagga, Tasha Berry[63]",Adult,2014,http://www.imdb.com/find?q=Mastram+2014+
4189,Yeh Hai Bakrapur,Janaki Vishwanathan,"Anshuman Jha, Asif Basra, Amit Sial, Uttkarsh Majumdar, Faiz Mohammad, Suruchi Aulakh, Yaushika Verma, Shameem Khan[64]",Comedy,2014,http://www.imdb.com/find?q=Yeh+Hai+Bakrapur+2014+
4190,The Xposé,Anant Mahadevan,"Himesh Reshammiya, Zoya Afroz, Sonali Raut, Yo Yo Honey Singh, Adil Hussain[65]",Thriller,2014,http://www.imdb.com/find?q=The+Xposé+2014+
4191,Children of War,Mrityunjay Devvrat,"Farooque Shaikh, Victor Bannerjee, Pawan Malhotra, Indraneil Sengupta[66]",Drama,2014,http://www.imdb.com/find?q=Children+of+War+2014+
4192,M3 - Midsummer Midnight Mumbai,Braj Bhushan,"Paras Chhabra, Sara Khan, M.A. Guddu, Pooja Thakur[67]",Mystery,2014,http://www.imdb.com/find?q=M3+-+Midsummer+Midnight+Mumbai+2014+
4193,Heropanti,Sabbir Khan,"Tiger Shroff, Kriti Sanon[68]",Romance/Action,2014,http://www.imdb.com/find?q=Heropanti+2014+
4194,Kochadaiiyaan,Soundarya Rajnikanth,"Rajinikanth, Deepika Padukone, Jackie Shroff, Shobana[69]",Action,2014,http://www.imdb.com/find?q=Kochadaiiyaan+2014+
4195,Citylights,Hansal Mehta,"Rajkummar Rao, Patralekha[70]",Drama,2014,http://www.imdb.com/find?q=Citylights+2014+
4196,Kuku Mathur Ki Jhand Ho Gayi,Aman Sachdeva,"Siddharth Gupta, Simran Kaur Mundi, Pallavi Batra[71]",Comedy,2014,http://www.imdb.com/find?q=Kuku+Mathur+Ki+Jhand+Ho+Gayi+2014+
4197,Filmistaan,Nitin Kakkar,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Dutt[72]",Comedy,2014,http://www.imdb.com/find?q=Filmistaan+2014+
4198,Holiday,A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Govinda[73]",Action/Thriller,2014,http://www.imdb.com/find?q=Holiday+2014+
4199,Fugly,Kabir Sadanand,"Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh, Arfi Lamba[74]",Comedy/Drama,2014,http://www.imdb.com/find?q=Fugly+2014+
4200,Machhli Jal Ki Rani Hai,Debaloy Dey,"Bhanu Uday, Swara Bhaskar, Murli Sharma, Reema Debnath, Sakha KalyaniDeepraj Rana[75]",Horror,2014,http://www.imdb.com/find?q=Machhli+Jal+Ki+Rani+Hai+2014+
4201,Humshakals,Sajid Khan,"Saif Ali Khan, Esha Gupta, Riteish Deshmukh, Bipasha Basu, Ram Kapoor,Tamannaah Bhatia[76]",Comedy/Drama/Romance,2014,http://www.imdb.com/find?q=Humshakals+2014+
4202,Ek Villain,Mohit Suri,"Sidharth Malhotra, Riteish Deshmukh, Shraddha Kapoor, Aamna Sharif[77]",Romance/Thriller,2014,http://www.imdb.com/find?q=Ek+Villain+2014+
4203,Bobby Jasoos,Samar Shaikh,"Vidya Balan, Ali Fazal, Arjan Bajwa, Anupriya Kapoor, Supriya Pathak, Tanvi Azmi[78]",Comedy/Drama,2014,http://www.imdb.com/find?q=Bobby+Jasoos+2014+
4204,Lekar Hum Deewana Dil,Arif Ali,"Armaan Jain, Deeksha Seth, Nikita Dutta[79]",Romance/Comedy,2014,http://www.imdb.com/find?q=Lekar+Hum+Deewana+Dil+2014+
4205,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Siddharth Shukla[80]",Romance/Comedy,2014,http://www.imdb.com/find?q=Humpty+Sharma+Ki+Dulhania+2014+
4206,Hate Story 2,Vishal Pandya,"Surveen Chawla, Sushant Singh, Jay Bhanushali, Siddharth Kher, Rajesh Khera[81]",Thriller,2014,http://www.imdb.com/find?q=Hate+Story+2+2014+
4207,Bazaar-E-Husn,Ajay Mehra,"Om Puri, Reshmi Ghosh, Yashpal Sharma, Jeet Goshwami[82]",Drama,2014,http://www.imdb.com/find?q=Bazaar-E-Husn+2014+
4208,Riyasat,Ashok Tyagi,"Rajesh Khanna, Aryaman Ramsay, Aryan Vaid, Raja Murad, Vishwajit Pradhan[83]",Drama/Action,2014,http://www.imdb.com/find?q=Riyasat+2014+
4209,Amit Sahni Ki List,Ajay Bhuyan,"Vir Das, Vega Tamotia, Anindita Nayar, Kavi Shastri[84]",Romance/Comedy,2014,http://www.imdb.com/find?q=Amit+Sahni+Ki+List+2014+
4210,Pizza,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Dipannita Sharma[85]",Horror,2014,http://www.imdb.com/find?q=Pizza+2014+
4211,Kick,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda[86]",Action/Comedy,2014,http://www.imdb.com/find?q=Kick+2014+
4212,Entertainment,Sajid-Farhad,"Akshay Kumar, Tamannaah Bhatia, Prakash Raj, Sonu Sood, Mithun Chakraborty[87]",Comedy,2014,http://www.imdb.com/find?q=Entertainment+2014+
4213,Singham Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor Khan, Amol Gupte, Anupam Kher[88]",Action,2014,http://www.imdb.com/find?q=Singham+Returns+2014+
4214,Life is Beautiful!,Manoj Amarnani,"Manoj Amarnani, Anokhi Dalvi, Nancy Brunetta, Parth Naik, Raj Zutshi[89]",Romance,2014,http://www.imdb.com/find?q=Life+is+Beautiful!+2014+
4215,Mad About Dance,Saahil Prem,"Saahil Prem, Amrit Maghera[90]",Dance,2014,http://www.imdb.com/find?q=Mad+About+Dance+2014+
4216,Mardaani,Pradeep Sarkar,"Rani Mukerji, Jisshu Sengupta[91]",Drama/Action,2014,http://www.imdb.com/find?q=Mardaani+2014+
4217,Mumbhai Connection,Atlanta Nagendra,"Rafiq Batcha, Srinivas, Dick Mays, Alieesa Badresia[92]",Comedy,2014,http://www.imdb.com/find?q=Mumbhai+Connection+2014+
4218,Abhinay Chakra,Deepankar Senapati,"Govinda, Ashutosh Rana, Murali Sharma, Makarand Deshpande, Harish Kumar, Richa Sharma[93]",Comedy/Action,2014,http://www.imdb.com/find?q=Abhinay+Chakra+2014+
4219,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malick, Paresh Rawal, Deepak Tijori, Kay Kay Menon[94]",Thriller,2014,http://www.imdb.com/find?q=Raja+Natwarlal+2014+
4220,Mary Kom,Omung Kumar,"Priyanka Chopra, Minakkshi Kalitaa, Zachary Coffin[95]",Drama,2014,http://www.imdb.com/find?q=Mary+Kom+2014+
4221,Creature 3D,Vikram Bhatt,"Bipasha Basu, Imran Abbas[96]",Horror,2014,http://www.imdb.com/find?q=Creature+3D+2014+
4222,Finding Fanny,Homi Adajania,"Naseeruddin Shah, Dimple Kapadia, Pankaj Kapur, Deepika Padukone, Arjun Kapoor[97]",Comedy/Drama,2014,http://www.imdb.com/find?q=Finding+Fanny+2014+
4223,Daawat-E-Ishq,Habib Faisal,"Aditya Roy Kapur, Parineeti Chopra, Anupam Kher[98]",Comedy/Drama,2014,http://www.imdb.com/find?q=Daawat-E-Ishq+2014+
4224,Khoobsurat,Shashanka Ghosh,"Sonam Kapoor, Fawad Afzal Khan, Kirron Kher, Ratna Pathak, Aamir Raza Hussain[99]",Romance/Comedy,2014,http://www.imdb.com/find?q=Khoobsurat+2014+
4225,3 A.M.,Vishal Mahadkar,"Rannvijay Singh, Anindita Nayar, Salil Acharya, Kavin Dave[100]",Horror,2014,http://www.imdb.com/find?q=3+A.M.+2014+
4226,Chaarfutiya Chhokare,Manish Harishankar,"Soha Ali Khan, Seema Biswas, Zakir Hussain[101]",Thriller,2014,http://www.imdb.com/find?q=Chaarfutiya+Chhokare+2014+
4227,Desi Kattey,Anand Kumar,"Suniel Shetty, Akhil Kapur, Jay Bhanushali, Sasha Agha, Tia Bajpai[102]",Drama/Action,2014,http://www.imdb.com/find?q=Desi+Kattey+2014+
4228,Meinu Ek Ladki Chaahiye,Abhishek Bindal,"Raghuvir Yadav, Puru Chibber, Reecha Sinha and Zakir Hussain[103]",Social satire,2014,http://www.imdb.com/find?q=Meinu+Ek+Ladki+Chaahiye+2014+
4229,Balwinder Singh Famous Ho Gaya,Sunil Agnihotri,"Mika Singh, Shaan, Gabriela Bertante[104]",Comedy,2014,http://www.imdb.com/find?q=Balwinder+Singh+Famous+Ho+Gaya+2014+
4230,Bang Bang!,Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Javed Jaffrey[105]",Action,2014,http://www.imdb.com/find?q=Bang+Bang!+2014+
4231,Haider,Vishal Bhardwaj,"Tabu, Shahid Kapoor, Shraddha Kapoor, Kay Kay Menon[106]",Drama,2014,http://www.imdb.com/find?q=Haider+2014+
4232,Jigariyaa,Raj Purohit,"Harshvardhan Deo, Cherry Mardia, Virendra Saxena, K.K. Raina, Navni Parihar,Natasha Rastogi",Romance,2014,http://www.imdb.com/find?q=Jigariyaa+2014+
4233,Ekkees Toppon Ki Salaami,Ravindra Gautam,"Anupam Kher, Neha Dhupia, Divyendu Sharma, Manu Rishi, Aditi Sharma[107]",Political Satire,2014,http://www.imdb.com/find?q=Ekkees+Toppon+Ki+Salaami+2014+
4234,Tamanchey,Navneet Behal,"Nikhil Dwivedi, Richa Chadda[108]",Crime/Romance,2014,http://www.imdb.com/find?q=Tamanchey+2014+
4235,Mumbai 125 KM 3D,Hemant Madhukar,"Veena Malik, Karanvir Bohra, Vedita Pratap Singh, Aparna Bajpai[109]",Horror,2014,http://www.imdb.com/find?q=Mumbai+125+KM+3D+2014+
4236,Sonali Cable,Charudutt Acharya,"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Anupam Kher, Smita Jaykar[110]",Comedy/Drama,2014,http://www.imdb.com/find?q=Sonali+Cable+2014+
4237,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani,Vivaan Shah[111]",Action/Comedy,2014,http://www.imdb.com/find?q=Happy+New+Year+2014+
4238,Mumbai Can Dance Saala,Sachindra Sharma,"Ashima Sharma, Prashant Narayanan, Aditya Pancholi, Shakti Kapoor, Rakhi Sawant[112]",Drama,2014,http://www.imdb.com/find?q=Mumbai+Can+Dance+Saala+2014+
4239,Fireflies,Sabal Singh Sheikhawat,"Rahul Khanna, Monica Dogra, Arjun Mathur, Shivani Ghai, Aadya Bedi[113]",Drama,2014,http://www.imdb.com/find?q=Fireflies+2014+
4240,Roar - Tigers of Sunderbans,Kamal Sadanah,"Pulkit Jawahar, Pranay Dixit, Abhinav Shukla, Achint Kaur[114]",Drama/Action,2014,http://www.imdb.com/find?q=Roar+-+Tigers+of+Sunderbans+2014+
